"resultId","raceId","driverId","constructorId","number","grid","position","positionText","positionOrder","points","laps","time","milliseconds","fastestLap","rank","fastestLapTime","fastestLapSpeed","statusId"
22419,913,817,9,3,3,3,"3",3,15,60,"14.273",7219068,30,9,"01:52.6","161.98",1
22420,913,4,6,14,5,4,"4",4,12,60,"15.389",7220184,27,6,"01:52.1","162.636",1
22421,913,13,3,19,6,5,"5",5,10,60,"42.161",7246956,27,13,"01:53.3","160.959",1
22422,913,818,5,25,12,6,"6",6,8,60,"56.801",7261596,48,4,"01:51.9","162.895",1
22423,913,815,10,11,15,7,"7",7,6,60,"59.038",7263833,46,5,"01:52.0","162.793",1
22424,913,8,6,7,7,8,"8",8,4,60,"+1:00.641",7265436,28,11,"01:52.9","161.545",1
22425,913,807,10,27,13,9,"9",9,2,60,"+1:01.661",7266456,27,10,"01:52.8","161.703",1
22426,913,825,1,20,9,10,"10",10,1,60,"+1:02.230",7267025,48,2,"01:51.6","163.33",1
22427,913,822,3,77,8,11,"11",11,0,60,"+1:05.065",7269860,25,7,"01:52.5","162.058",1
22428,913,813,208,13,18,12,"12",12,0,60,"+1:06.915",7271710,26,12,"01:53.2","161.059",1
22429,913,154,208,8,16,13,"13",13,0,60,"+1:08.029",7272824,25,15,"01:53.5","160.591",1
22430,913,826,5,26,10,14,"14",14,0,60,"+1:12.008",7276803,45,3,"01:51.8","163.151",1
22431,913,828,207,9,22,15,"15",15,0,60,"+1:34.188",7298983,14,19,"01:55.4","157.985",1
22432,913,824,206,17,19,16,"16",16,0,60,"+1:34.543",7299338,47,14,"01:53.5","160.598",1
22433,913,820,206,4,21,17,"17",17,0,59,"",NA,43,17,"01:53.8","160.218",11
22434,913,18,1,22,11,NA,"R",18,0,52,"",NA,16,16,"01:53.7","160.359",31
22435,913,16,15,99,17,NA,"R",19,0,40,"",NA,10,18,"01:53.9","160.02",34
22436,913,821,15,21,14,NA,"R",20,0,17,"",NA,6,20,"01:55.7","157.619",10
22437,913,3,131,6,2,NA,"R",21,0,13,"",NA,5,21,"01:56.8","156.154",10
22438,913,155,207,10,20,NA,"W",22,0,0,"",NA,NA,0,"","",131
22439,914,1,131,44,2,1,"1",1,25,44,"51:43.0",6703021,39,1,"01:51.6","187.322",1
22440,914,3,131,6,1,2,"2",2,18,44,"9.18",6712201,15,6,"01:52.6","185.739",1
22441,914,20,9,1,9,3,"3",3,15,44,"29.122",6732143,32,3,"01:51.9","186.795",1
22442,914,817,9,3,6,4,"4",4,12,44,"38.818",6741839,38,4,"01:52.2","186.269",1
22443,914,18,1,22,8,5,"5",5,10,44,"+1:07.550",6770571,33,2,"01:51.7","187.119",1
22444,914,822,3,77,3,6,"6",6,8,44,"+1:53.773",6816794,41,13,"01:54.1","183.213",1
22445,914,13,3,19,4,7,"7",7,6,44,"+1:55.126",6818147,39,8,"01:53.5","184.267",1
22446,914,807,10,27,13,8,"8",8,4,44,"+1:55.948",6818969,28,7,"01:52.8","185.306",1
22447,914,818,5,25,20,9,"9",9,2,44,"+2:07.638",6830659,35,11,"01:53.6","184.086",1
22448,914,815,10,11,11,10,"10",10,1,43,"",NA,27,10,"01:53.6","184.095",11
22449,914,826,5,26,12,11,"11",11,0,43,"",NA,25,12,"01:54.0","183.345",11
22450,914,8,6,7,10,12,"12",12,0,43,"",NA,36,5,"01:52.4","185.946",11
22451,914,821,15,21,15,13,"13",13,0,43,"",NA,40,17,"01:55.4","181.198",11
22452,914,825,1,20,7,14,"14",14,0,43,"",NA,38,9,"01:53.5","184.17",11
22453,914,154,208,8,16,15,"15",15,0,43,"",NA,28,16,"01:55.3","181.308",11
22454,914,813,208,13,22,16,"16",16,0,43,"",NA,26,15,"01:54.7","182.256",11
22455,914,828,207,9,17,17,"17",17,0,43,"",NA,27,14,"01:54.7","182.309",11
22456,914,820,206,4,21,18,"18",18,0,43,"",NA,25,21,"01:56.5","179.486",11
22457,914,155,207,10,19,19,"19",19,0,43,"",NA,29,18,"01:55.6","180.776",11
22458,914,824,206,17,18,20,"20",20,0,41,"",NA,27,20,"01:56.0","180.24",3
22459,914,16,15,99,14,21,"21",21,0,40,"",NA,25,19,"01:55.8","180.601",3
22460,914,4,6,14,5,NA,"R",22,0,2,"",NA,NA,0,"","",40
22461,915,1,131,44,1,1,"1",1,25,53,"31:50.7",5510744,48,3,"01:41.6","207.2",1
22462,915,3,131,6,2,2,"2",2,18,53,"13.657",5524401,52,2,"01:41.4","207.703",1
22463,915,822,3,77,3,3,"3",3,15,53,"17.425",5528169,53,1,"01:40.9","208.658",1
22464,915,18,1,22,4,4,"4",4,12,53,"30.234",5540978,47,4,"01:42.0","206.472",1
22465,915,825,1,20,11,5,"5",5,10,53,"53.616",5564360,44,14,"01:43.1","204.245",1
22466,915,4,6,14,7,6,"6",6,8,53,"+1:00.016",5570760,53,6,"01:42.2","206.038",1
22467,915,817,9,3,6,7,"7",7,6,53,"+1:01.812",5572556,50,13,"01:43.0","204.296",1
22468,915,20,9,1,10,8,"8",8,4,53,"+1:06.185",5576929,53,8,"01:42.6","205.133",1
22469,915,8,6,7,8,9,"9",9,2,53,"+1:18.877",5589621,45,11,"01:42.9","204.556",1
22470,915,815,10,11,12,10,"10",10,1,53,"+1:20.067",5590811,47,12,"01:42.9","204.547",1
22471,915,13,3,19,18,11,"11",11,0,53,"+1:20.877",5591621,47,10,"01:42.9","204.636",1
22472,915,807,10,27,17,12,"12",12,0,53,"+1:21.309",5592053,50,9,"01:42.7","205.023",1
22473,915,818,5,25,9,13,"13",13,0,53,"+1:37.295",5608039,53,7,"01:42.5","205.293",1
22474,915,826,5,26,5,14,"14",14,0,52,"",NA,52,5,"01:42.0","206.355",11
22475,915,821,15,21,13,15,"15",15,0,52,"",NA,45,18,"01:44.1","202.284",11
22476,915,16,15,99,14,16,"16",16,0,52,"",NA,42,15,"01:43.8","202.777",11
22477,915,154,208,8,15,17,"17",17,0,52,"",NA,49,19,"01:44.5","201.537",11
22478,915,813,208,13,21,18,"18",18,0,52,"",NA,50,17,"01:44.0","202.372",11
22479,915,828,207,9,16,19,"19",19,0,51,"",NA,48,16,"01:44.0","202.471",12
22480,915,155,207,10,19,NA,"R",20,0,21,"",NA,17,20,"01:47.4","196.009",23
22481,915,820,206,4,20,NA,"R",21,0,9,"",NA,8,21,"01:48.3","194.45",22
22482,916,1,131,44,2,1,"1",1,25,56,"40:04.8",6004785,49,4,"01:41.9","194.712",1
22483,916,3,131,6,1,2,"2",2,18,56,"4.314",6009099,48,5,"01:41.9","194.706",1
22484,916,817,9,3,5,3,"3",3,15,56,"25.56",6030345,33,7,"01:42.8","193.004",1
22485,916,13,3,19,4,4,"4",4,12,56,"26.924",6031709,50,9,"01:43.0","192.741",1
22486,916,822,3,77,3,5,"5",5,10,56,"30.992",6035777,55,6,"01:42.5","193.617",1
22487,916,4,6,14,6,6,"6",6,8,56,"+1:35.231",6100016,47,2,"01:41.5","195.585",1
22488,916,20,9,1,18,7,"7",7,6,56,"+1:35.734",6100519,50,1,"01:41.4","195.768",1
22489,916,825,1,20,7,8,"8",8,4,56,"+1:40.682",6105467,29,14,"01:44.3","190.309",1
22490,916,818,5,25,14,10,"10",10,1,56,"+1:48.863",6113648,17,12,"01:44.2","190.504",1
22491,916,813,208,13,10,9,"9",9,2,56,"+1:47.870",6112655,38,11,"01:43.8","191.187",1
22492,916,154,208,8,16,11,"11",11,0,55,"",NA,51,15,"01:44.4","190.03",11
22493,916,18,1,22,12,12,"12",12,0,55,"",NA,33,13,"01:44.3","190.367",11
22494,916,8,6,7,8,13,"13",13,0,55,"",NA,54,8,"01:42.9","192.897",11
22495,916,821,15,21,15,14,"14",14,0,55,"",NA,47,10,"01:43.0","192.676",11
22496,916,826,5,26,17,15,"15",15,0,55,"",NA,53,3,"01:41.7","195.171",11
22497,916,807,10,27,13,NA,"R",16,0,16,"",NA,15,16,"01:46.2","186.835",5
22498,916,815,10,11,11,NA,"R",17,0,1,"",NA,NA,0,"","",130
22499,916,16,15,99,9,NA,"R",18,0,0,"",NA,NA,0,"","",4
22500,917,3,131,6,1,1,"1",1,25,71,"30:02.6",5402555,62,2,"01:13.6","210.711",1
22501,917,1,131,44,2,2,"2",2,18,71,"1.457",5404012,62,1,"01:13.6","210.895",1
22502,917,13,3,19,3,3,"3",3,15,71,"41.031",5443586,59,7,"01:14.1","209.341",1
22503,917,18,1,22,5,4,"4",4,12,71,"48.658",5451213,68,4,"01:14.0","209.629",1
22504,917,20,9,1,6,5,"5",5,10,71,"51.42",5453975,68,5,"01:14.0","209.576",1
22505,917,4,6,14,8,6,"6",6,8,71,"+1:01.906",5464461,55,10,"01:14.3","208.744",1
22506,917,8,6,7,10,7,"7",7,6,71,"+1:03.730",5466285,37,17,"01:15.0","206.934",1
22507,917,807,10,27,12,8,"8",8,4,71,"+1:03.934",5466489,70,3,"01:13.7","210.4",1
22508,917,825,1,20,7,9,"9",9,2,71,"+1:10.085",5472640,62,11,"01:14.5","208.097",1
22509,917,822,3,77,4,10,"10",10,1,70,"",NA,64,9,"01:14.2","208.98",11
22510,917,826,5,26,17,11,"11",11,0,70,"",NA,62,8,"01:14.1","209.219",11
22511,917,813,208,13,16,12,"12",12,0,70,"",NA,47,14,"01:14.8","207.357",11
22512,917,818,5,25,15,13,"13",13,0,70,"",NA,65,13,"01:14.8","207.457",11
22513,917,821,15,21,11,14,"14",14,0,70,"",NA,64,16,"01:14.9","207.177",11
22514,917,815,10,11,18,15,"15",15,0,70,"",NA,70,12,"01:14.6","208.08",11
22515,917,16,15,99,13,16,"16",16,0,70,"",NA,42,15,"01:14.8","207.29",11
22516,917,154,208,8,14,17,"17",17,0,63,"",NA,63,6,"01:14.1","209.428",18
22517,917,817,9,3,9,NA,"R",18,0,39,"",NA,30,18,"01:15.4","205.77",22
22518,918,1,131,44,2,1,"1",1,25,55,"39:02.6",5942619,49,4,"01:45.6","189.342",1
22519,918,13,3,19,4,2,"2",2,18,55,"2.576",5945195,47,2,"01:44.8","190.738",1
22520,918,822,3,77,3,3,"3",3,15,55,"28.88",5971499,54,6,"01:45.7","189.113",1
22521,918,817,9,3,20,4,"4",4,12,55,"37.237",5979856,50,1,"01:44.5","191.341",1
22522,918,18,1,22,6,5,"5",5,10,55,"+1:00.334",6002953,47,9,"01:46.7","187.32",1
22523,918,807,10,27,12,6,"6",6,8,55,"+1:02.148",6004767,47,7,"01:45.8","189.024",1
22524,918,815,10,11,11,7,"7",7,6,55,"+1:11.060",6013679,49,8,"01:45.8","188.968",1
22525,918,20,9,1,19,8,"8",8,4,55,"+1:12.045",6014664,51,3,"01:45.6","189.427",1
22526,918,4,6,14,8,9,"9",9,2,55,"+1:25.813",6028432,45,12,"01:47.4","186.126",1
22527,918,8,6,7,7,10,"10",10,1,55,"+1:27.820",6030439,46,16,"01:47.7","185.586",1
22528,918,825,1,20,9,11,"11",11,0,55,"+1:30.376",6032995,37,10,"01:46.8","187.171",1
22529,918,818,5,25,10,12,"12",12,0,55,"+1:31.947",6034566,50,5,"01:45.7","189.186",1
22530,918,154,208,8,18,13,"13",13,0,54,"",NA,35,17,"01:47.9","185.31",11
22531,918,3,131,6,1,14,"14",14,0,54,"",NA,17,11,"01:46.9","187.092",11
22532,918,821,15,21,14,15,"15",15,0,54,"",NA,43,15,"01:47.7","185.652",11
22533,918,16,15,99,13,16,"16",16,0,54,"",NA,44,14,"01:47.5","185.98",11
22534,918,829,207,46,17,17,"17",17,0,54,"",NA,47,18,"01:48.4","184.453",11
22535,918,155,207,10,16,NA,"R",18,0,42,"",NA,38,13,"01:47.4","186.113",31
22536,918,813,208,13,15,NA,"R",19,0,26,"",NA,9,20,"01:48.9","183.547",131
22537,918,826,5,26,5,NA,"R",20,0,14,"",NA,10,19,"01:48.7","183.859",131
22538,926,1,131,44,1,1,"1",1,25,58,"31:54.1",5514067,50,1,"01:30.9","209.915",1
22539,926,3,131,6,2,2,"2",2,18,58,"1.36",5515427,47,2,"01:31.1","209.577",1
22540,926,20,6,5,4,3,"3",3,15,58,"34.523",5548590,52,4,"01:31.5","208.74",1
22541,926,13,3,19,3,4,"4",4,12,58,"38.196",5552263,50,6,"01:31.7","208.144",1
22542,926,831,15,12,10,5,"5",5,10,58,"+1:35.149",5609216,46,9,"01:32.6","206.137",1
22543,926,817,9,3,6,6,"6",6,8,57,"",NA,46,10,"01:32.8","205.726",11
22544,926,807,10,27,13,7,"7",7,6,57,"",NA,48,8,"01:32.0","207.576",11
22545,926,828,15,9,15,8,"8",8,4,57,"",NA,51,5,"01:31.6","208.505",11
22546,926,832,5,55,7,9,"9",9,2,57,"",NA,49,11,"01:32.9","205.56",11
22547,926,815,10,11,14,10,"10",10,1,57,"",NA,46,7,"01:32.0","207.601",11
22548,926,18,1,22,16,11,"11",11,0,56,"",NA,56,12,"01:33.3","204.534",12
22549,926,8,6,7,5,NA,"R",12,0,40,"",NA,36,3,"01:31.4","208.811",36
22550,926,830,5,33,11,NA,"R",13,0,32,"",NA,30,13,"01:34.3","202.458",5
22551,926,154,208,8,8,NA,"R",14,0,0,"",NA,NA,0,"","",75
22552,926,813,208,13,9,NA,"R",15,0,0,"",NA,NA,0,"","",3
22553,926,826,9,26,12,NA,"W",16,0,0,"",NA,NA,0,"","",54
22554,926,825,1,20,17,NA,"W",17,0,0,"",NA,NA,0,"","",54
22555,926,822,3,77,0,NA,"W",18,0,0,"",NA,NA,0,"","",54
22556,927,20,6,5,2,1,"1",1,25,56,"41:05.8",6065793,46,3,"01:43.6","193.501",1
22557,927,1,131,44,1,2,"2",2,18,56,"8.569",6074362,45,2,"01:43.1","193.501",1
22558,927,3,131,6,3,3,"3",3,15,56,"12.31",6078103,43,1,"01:42.1","195.516",1
22559,927,8,6,7,11,4,"4",4,12,56,"53.822",6119615,40,7,"01:44.1","191.644",1
22560,927,822,3,77,8,5,"5",5,10,56,"+1:10.409",6136202,42,6,"01:44.1","191.71",1
22561,927,13,3,19,7,6,"6",6,8,56,"+1:13.586",6139379,40,5,"01:44.0","191.891",1
22562,927,830,5,33,6,7,"7",7,6,56,"+1:37.762",6163555,42,9,"01:44.6","190.81",1
22563,927,832,5,55,15,8,"8",8,4,55,"",NA,37,15,"01:45.5","189.132",11
22564,927,826,9,26,5,9,"9",9,2,55,"",NA,41,8,"01:44.5","190.929",11
22565,927,817,9,3,4,10,"10",10,1,55,"",NA,42,13,"01:45.3","189.482",11
22566,927,154,208,8,10,11,"11",11,0,55,"",NA,36,10,"01:44.8","190.386",11
22567,927,831,15,12,16,12,"12",12,0,55,"",NA,45,4,"01:43.9","192.054",11
22568,927,815,10,11,14,13,"13",13,0,55,"",NA,37,14,"01:45.3","189.423",11
22569,927,807,10,27,13,14,"14",14,0,55,"",NA,46,11,"01:44.8","190.368",11
22570,927,833,209,98,19,15,"15",15,0,53,"",NA,44,19,"01:49.0","183.004",13
22571,927,813,208,13,12,NA,"R",16,0,47,"",NA,38,12,"01:45.1","189.919",31
22572,927,18,1,22,17,NA,"R",17,0,41,"",NA,38,16,"01:46.1","188.153",101
22573,927,4,1,14,18,NA,"R",18,0,21,"",NA,17,17,"01:48.5","183.983",132
22574,927,828,15,9,9,NA,"R",19,0,3,"",NA,3,18,"01:48.8","183.475",20
22575,927,829,209,28,0,NA,"W",20,0,0,"",NA,NA,0,"","",69
22576,928,1,131,44,1,1,"1",1,25,56,"39:42.0",5982008,31,1,"01:42.2","191.996",1
22577,928,3,131,6,2,2,"2",2,18,56,"0.714",5982722,39,2,"01:42.6","191.328",1
22578,928,20,6,5,3,3,"3",3,15,56,"2.988",5984996,15,5,"01:43.0","190.487",1
22579,928,8,6,7,6,4,"4",4,12,56,"3.835",5985843,48,6,"01:43.0","190.472",1
22580,928,13,3,19,4,5,"5",5,10,56,"8.544",5990552,37,4,"01:42.7","191.013",1
22581,928,822,3,77,5,6,"6",6,8,56,"9.885",5991893,37,7,"01:43.1","190.426",1
22582,928,154,208,8,8,7,"7",7,6,56,"19.008",6001016,34,8,"01:43.1","190.272",1
22583,928,831,15,12,9,8,"8",8,4,56,"22.625",6004633,46,12,"01:43.7","189.248",1
22584,928,817,9,3,7,9,"9",9,2,56,"32.117",6014125,46,9,"01:43.2","190.068",1
22585,928,828,15,9,10,10,"10",10,1,55,"",NA,32,15,"01:44.2","188.319",11
22586,928,815,10,11,15,11,"11",11,0,55,"",NA,44,10,"01:43.5","189.578",11
22587,928,4,1,14,18,12,"12",12,0,55,"",NA,40,13,"01:43.7","189.183",11
22588,928,832,5,55,14,13,"13",13,0,55,"",NA,41,3,"01:42.7","191.166",11
22589,928,18,1,22,17,14,"14",14,0,55,"",NA,21,16,"01:45.0","186.907",11
22590,928,829,209,28,19,15,"15",15,0,54,"",NA,40,17,"01:45.4","186.157",12
22591,928,833,209,98,20,16,"16",16,0,54,"",NA,43,19,"01:46.0","185.192",12
22592,928,830,5,33,13,17,"17",17,0,52,"",NA,46,14,"01:43.9","188.906",7
22593,928,813,208,13,11,NA,"R",18,0,49,"",NA,37,11,"01:43.7","189.259",23
22594,928,826,9,26,12,NA,"R",19,0,15,"",NA,13,20,"01:46.3","184.621",131
22595,928,807,10,27,16,NA,"R",20,0,9,"",NA,6,18,"01:45.8","185.401",6
22596,929,1,131,44,1,1,"1",1,25,57,"35:05.8",5705809,38,5,"01:37.9","199.098",1
22597,929,8,6,7,4,2,"2",2,18,57,"3.38",5709189,42,1,"01:36.3","202.294",1
22598,929,3,131,6,3,3,"3",3,15,57,"6.033",5711842,36,3,"01:37.3","200.184",1
22599,929,822,3,77,5,4,"4",4,12,57,"42.957",5748766,16,6,"01:38.1","198.615",1
22600,929,20,6,5,2,5,"5",5,10,57,"43.989",5749798,38,2,"01:36.6","201.639",1
22601,929,817,9,3,7,6,"6",6,8,57,"+1:01.751",5767560,53,12,"01:38.9","196.903",1
22602,929,154,208,8,10,7,"7",7,6,57,"+1:24.763",5790572,34,15,"01:39.2","196.48",1
22603,929,815,10,11,11,8,"8",8,4,56,"",NA,39,8,"01:38.3","198.124",11
22604,929,826,9,26,17,9,"9",9,2,56,"",NA,36,11,"01:38.7","197.348",11
22605,929,13,3,19,6,10,"10",10,1,56,"",NA,12,14,"01:39.1","196.613",11
22606,929,4,1,14,14,11,"11",11,0,56,"",NA,38,13,"01:39.0","196.815",11
22607,929,831,15,12,12,12,"12",12,0,56,"",NA,43,7,"01:38.2","198.37",11
22608,929,807,10,27,8,13,"13",13,0,56,"",NA,40,10,"01:38.7","197.492",11
22609,929,828,15,9,13,14,"14",14,0,56,"",NA,27,9,"01:38.4","197.955",11
22610,929,813,208,13,16,15,"15",15,0,56,"",NA,43,4,"01:37.7","199.49",11
22611,929,829,209,28,18,16,"16",16,0,55,"",NA,36,18,"01:41.8","191.464",12
22612,929,833,209,98,19,17,"17",17,0,54,"",NA,36,19,"01:42.0","190.949",13
22613,929,830,5,33,15,NA,"R",18,0,34,"",NA,32,16,"01:39.6","195.6",10
22614,929,832,5,55,9,NA,"R",19,0,29,"",NA,13,17,"01:40.7","193.571",5
22615,929,18,1,22,20,NA,"W",20,0,0,"",NA,NA,0,"","",132
22616,930,3,131,6,1,1,"1",1,25,66,"41:12.6",6072555,53,2,"01:29.1","188.061",1
22617,930,1,131,44,2,2,"2",2,18,66,"17.551",6090106,54,1,"01:28.3","189.849",1
22618,930,20,6,5,3,3,"3",3,15,66,"45.342",6117897,61,6,"01:30.7","184.687",1
22619,930,822,3,77,4,4,"4",4,12,66,"59.217",6131772,44,5,"01:30.7","184.74",1
22620,930,8,6,7,7,5,"5",5,10,66,"+1:00.002",6132557,47,3,"01:29.9","186.342",1
22621,930,13,3,19,9,6,"6",6,8,66,"+1:21.314",6153869,51,4,"01:30.4","185.429",1
22622,930,817,9,3,10,7,"7",7,6,65,"",NA,56,8,"01:31.1","183.903",11
22623,930,154,208,8,11,8,"8",8,4,65,"",NA,46,15,"01:31.9","182.261",11
22624,930,832,5,55,5,9,"9",9,2,65,"",NA,62,9,"01:31.2","183.838",11
22625,930,826,9,26,8,10,"10",10,1,65,"",NA,40,11,"01:31.9","182.376",11
22626,930,830,5,33,6,11,"11",11,0,65,"",NA,46,12,"01:31.9","182.358",11
22627,930,831,15,12,15,12,"12",12,0,65,"",NA,41,13,"01:31.9","182.294",11
22628,930,815,10,11,18,13,"13",13,0,65,"",NA,38,14,"01:31.9","182.286",11
22629,930,828,15,9,16,14,"14",14,0,65,"",NA,52,16,"01:32.2","181.713",11
22630,930,807,10,27,17,15,"15",15,0,65,"",NA,51,7,"01:30.9","184.38",11
22631,930,18,1,22,14,16,"16",16,0,65,"",NA,46,10,"01:31.2","183.826",11
22632,930,829,209,28,19,17,"17",17,0,63,"",NA,49,19,"01:33.7","178.933",13
22633,930,833,209,98,20,18,"18",18,0,62,"",NA,51,20,"01:34.2","177.877",14
22634,930,813,208,13,12,NA,"R",19,0,45,"",NA,17,17,"01:32.9","180.364",3
22635,930,4,1,14,13,NA,"R",20,0,26,"",NA,23,18,"01:33.4","179.446",23
22636,931,3,131,6,2,1,"1",1,25,78,"49:18.4",6558420,76,2,"01:18.6","152.841",1
22637,931,20,6,5,3,2,"2",2,18,78,"4.486",6562906,75,4,"01:18.9","152.347",1
22638,931,1,131,44,1,3,"3",3,15,78,"6.053",6564473,42,3,"01:18.7","152.692",1
22639,931,826,9,26,5,4,"4",4,12,78,"11.965",6570385,75,7,"01:19.1","151.815",1
22640,931,817,9,3,4,5,"5",5,10,78,"13.608",6572028,74,1,"01:18.1","153.891",1
22641,931,8,6,7,6,6,"6",6,8,78,"14.345",6572765,74,10,"01:19.7","150.822",1
22642,931,815,10,11,7,7,"7",7,6,78,"15.013",6573433,74,11,"01:19.7","150.811",1
22643,931,18,1,22,10,8,"8",8,4,78,"16.063",6574483,76,9,"01:19.5","151.128",1
22644,931,831,15,12,14,9,"9",9,2,78,"23.626",6582046,76,15,"01:20.0","150.133",1
22645,931,832,5,55,0,10,"10",10,1,78,"25.056",6583476,48,13,"01:19.8","150.511",1
22646,931,807,10,27,11,11,"11",11,0,78,"26.232",6584652,46,14,"01:19.9","150.313",1
22647,931,154,208,8,15,12,"12",12,0,78,"28.415",6586835,40,17,"01:20.5","149.263",1
22648,931,828,15,9,17,13,"13",13,0,78,"31.159",6589579,75,8,"01:19.3","151.519",1
22649,931,822,3,77,16,14,"14",14,0,78,"45.789",6604209,74,6,"01:18.9","152.173",1
22650,931,13,3,19,12,15,"15",15,0,77,"",NA,72,12,"01:19.8","150.609",11
22651,931,833,209,98,19,16,"16",16,0,76,"",NA,47,18,"01:21.7","147.013",12
22652,931,829,209,28,18,17,"17",17,0,76,"",NA,58,20,"01:22.7","145.274",12
22653,931,830,5,33,9,NA,"R",18,0,62,"",NA,49,5,"01:18.9","152.31",3
22654,931,4,1,14,13,NA,"R",19,0,41,"",NA,36,16,"01:20.5","149.308",6
22655,931,813,208,13,8,NA,"R",20,0,5,"",NA,3,19,"01:22.3","146.019",23
22656,932,1,131,44,1,1,"1",1,25,70,"31:53.1",5513145,64,3,"01:17.5","202.648",1
22657,932,3,131,6,2,2,"2",2,18,70,"2.285",5515430,63,5,"01:17.6","202.218",1
22658,932,822,3,77,4,3,"3",3,15,70,"40.666",5553811,67,6,"01:17.9","201.478",1
22659,932,8,6,7,3,4,"4",4,12,70,"45.625",5558770,42,1,"01:17.0","203.925",1
22660,932,20,6,5,18,5,"5",5,10,70,"49.903",5563048,59,2,"01:17.1","203.613",1
22661,932,13,3,19,15,6,"6",6,8,70,"56.381",5569526,64,4,"01:17.6","202.437",1
22662,932,813,208,13,6,7,"7",7,6,70,"+1:06.664",5579809,51,10,"01:18.4","200.288",1
22663,932,807,10,27,7,8,"8",8,4,69,"",NA,66,9,"01:18.2","200.664",11
22664,932,826,9,26,8,9,"9",9,2,69,"",NA,69,8,"01:18.0","201.153",11
22665,932,154,208,8,5,10,"10",10,1,69,"",NA,51,7,"01:18.0","201.356",11
22666,932,815,10,11,10,11,"11",11,0,69,"",NA,49,14,"01:18.9","199.008",11
22667,932,832,5,55,11,12,"12",12,0,69,"",NA,61,12,"01:18.8","199.205",11
22668,932,817,9,3,9,13,"13",13,0,69,"",NA,67,16,"01:19.1","198.578",11
22669,932,828,15,9,12,14,"14",14,0,69,"",NA,58,15,"01:18.9","199.006",11
22670,932,830,5,33,19,15,"15",15,0,69,"",NA,50,11,"01:18.6","199.699",11
22671,932,831,15,12,14,16,"16",16,0,68,"",NA,47,17,"01:19.1","198.507",12
22672,932,829,209,28,17,17,"17",17,0,66,"",NA,38,19,"01:20.7","194.525",14
22673,932,833,209,98,16,NA,"R",18,0,57,"",NA,37,20,"01:20.8","194.292",31
22674,932,18,1,22,20,NA,"R",19,0,54,"",NA,49,13,"01:18.9","199.092",31
22675,932,4,1,14,13,NA,"R",20,0,44,"",NA,41,18,"01:19.6","197.28",5
22676,933,3,131,6,2,1,"1",1,25,71,"30:16.9",5416930,35,1,"01:11.2","218.622",1
22677,933,1,131,44,1,2,"2",2,18,71,"8.8",5425730,60,2,"01:11.5","217.888",1
22678,933,13,3,19,4,3,"3",3,15,71,"17.573",5434503,58,4,"01:11.6","217.468",1
22679,933,20,6,5,3,4,"4",4,12,71,"18.181",5435111,44,3,"01:11.5","217.815",1
22680,933,822,3,77,6,5,"5",5,10,71,"53.604",5470534,52,7,"01:12.2","215.557",1
22681,933,807,10,27,5,6,"6",6,8,71,"+1:04.075",5481005,62,12,"01:12.5","214.686",1
22682,933,813,208,13,10,7,"7",7,6,70,"",NA,58,6,"01:11.8","216.947",11
22683,933,830,5,33,7,8,"8",8,4,70,"",NA,64,9,"01:12.3","215.256",11
22684,933,815,10,11,13,9,"9",9,2,70,"",NA,58,10,"01:12.4","215.173",11
22685,933,817,9,3,18,10,"10",10,1,70,"",NA,69,5,"01:11.7","217.238",11
22686,933,831,15,12,8,11,"11",11,0,70,"",NA,57,14,"01:13.0","213.19",11
22687,933,826,9,26,15,12,"12",12,0,70,"",NA,54,8,"01:12.3","215.354",11
22688,933,828,15,9,11,13,"13",13,0,69,"",NA,56,11,"01:12.5","214.76",12
22689,933,833,209,98,16,14,"14",14,0,68,"",NA,58,16,"01:14.9","207.817",13
22690,933,154,208,8,9,NA,"R",15,0,35,"",NA,34,13,"01:12.9","213.685",6
22691,933,832,5,55,12,NA,"R",16,0,35,"",NA,28,15,"01:13.2","212.655",75
22692,933,18,1,22,20,NA,"R",17,0,8,"",NA,5,17,"01:52.2","138.792",31
22693,933,829,209,28,17,NA,"R",18,0,1,"",NA,NA,0,"","",44
22694,933,8,6,7,14,NA,"R",19,0,0,"",NA,NA,0,"","",4
22695,933,4,1,14,19,NA,"R",20,0,0,"",NA,NA,0,"","",4
22696,934,1,131,44,1,1,"1",1,25,52,"31:27.7",5487729,29,1,"01:37.1","218.425",1
22697,934,3,131,6,2,2,"2",2,18,52,"10.956",5498685,24,2,"01:37.4","217.73",1
22698,934,20,6,5,6,3,"3",3,15,52,"25.443",5513172,31,6,"01:37.7","217.053",1
22699,934,13,3,19,3,4,"4",4,12,52,"36.839",5524568,26,3,"01:37.5","217.589",1
22700,934,822,3,77,4,5,"5",5,10,52,"+1:03.194",5550923,32,5,"01:37.5","217.484",1
22701,934,826,9,26,7,6,"6",6,8,52,"+1:03.955",5551684,28,7,"01:37.9","216.603",1
22702,934,807,10,27,9,7,"7",7,6,52,"+1:18.744",5566473,32,9,"01:38.3","215.752",1
22703,934,8,6,7,5,8,"8",8,4,51,"",NA,31,4,"01:37.5","217.529",11
22704,934,815,10,11,11,9,"9",9,2,51,"",NA,25,10,"01:38.5","215.379",11
22705,934,4,1,14,17,10,"10",10,1,51,"",NA,30,12,"01:38.9","214.471",11
