"resultId","raceId","driverId","constructorId","number","grid","position","positionText","positionOrder","points","laps","time","milliseconds","fastestLap","rank","fastestLapTime","fastestLapSpeed","statusId"
23224,961,831,15,12,18,NA,"R",22,0,6,"",NA,NA,0,"","",130
23225,962,3,131,6,1,1,"1",1,25,61,"55:49.0",6948950,38,6,"01:50.3","165.318",1
23226,962,817,9,3,2,2,"2",2,18,61,"0.488",6949438,49,1,"01:47.2","170.113",1
23227,962,1,131,44,3,3,"3",3,15,61,"8.038",6956988,52,3,"01:47.8","169.221",1
23228,962,8,6,7,5,4,"4",4,12,61,"10.219",6959169,51,4,"01:48.2","168.515",1
23229,962,20,6,5,22,5,"5",5,10,61,"27.694",6976644,45,2,"01:47.3","169.863",1
23230,962,830,9,33,4,6,"6",6,8,61,"+1:11.197",7020147,46,5,"01:49.1","167.207",1
23231,962,4,1,14,9,7,"7",7,6,61,"+1:29.198",7038148,49,12,"01:51.2","163.902",1
23232,962,815,10,11,17,8,"8",8,4,61,"+1:51.062",7060012,34,15,"01:51.5","163.508",1
23233,962,826,5,26,7,9,"9",9,2,61,"+1:51.557",7060507,39,9,"01:50.9","164.353",1
23234,962,825,4,20,15,10,"10",10,1,61,"+1:59.952",7068902,44,8,"01:50.9","164.48",1
23235,962,821,210,21,13,11,"11",11,0,60,"",NA,39,11,"01:51.1","164.159",11
23236,962,13,3,19,11,12,"12",12,0,60,"",NA,53,14,"01:51.5","163.599",11
23237,962,831,15,12,16,13,"13",13,0,60,"",NA,41,17,"01:51.7","163.265",11
23238,962,832,5,55,6,14,"14",14,0,60,"",NA,56,7,"01:50.5","164.965",11
23239,962,835,4,30,18,15,"15",15,0,60,"",NA,36,19,"01:51.8","163.128",11
23240,962,836,209,94,19,16,"16",16,0,60,"",NA,40,20,"01:52.0","162.773",11
23241,962,828,15,9,14,17,"17",17,0,60,"",NA,27,10,"01:51.0","164.325",11
23242,962,839,209,31,21,18,"18",18,0,59,"",NA,47,18,"01:51.7","163.17",12
23243,962,18,1,22,12,NA,"R",19,0,43,"",NA,18,16,"01:51.6","163.341",23
23244,962,822,3,77,10,NA,"R",20,0,35,"",NA,17,13,"01:51.4","163.727",25
23245,962,807,10,27,8,NA,"R",21,0,0,"",NA,NA,0,"","",4
23246,962,154,210,8,20,NA,"W",22,0,0,"",NA,NA,0,"","",54
23247,963,817,9,3,4,1,"1",1,25,56,"37:12.8",5832776,44,3,"01:37.4","204.771",1
23248,963,830,9,33,3,2,"2",2,18,56,"2.443",5835219,44,2,"01:37.4","204.925",1
23249,963,3,131,6,2,3,"3",3,15,56,"25.516",5858292,44,1,"01:36.4","206.948",1
23250,963,8,6,7,6,4,"4",4,12,56,"28.785",5861561,47,4,"01:37.5","204.736",1
23251,963,822,3,77,11,5,"5",5,10,56,"+1:01.582",5894358,53,9,"01:39.2","201.159",1
23252,963,815,10,11,7,6,"6",6,8,56,"+1:03.794",5896570,51,11,"01:39.3","200.898",1
23253,963,4,1,14,22,7,"7",7,6,56,"+1:05.205",5897981,44,6,"01:38.3","203.017",1
23254,963,807,10,27,8,8,"8",8,4,56,"+1:14.062",5906838,43,5,"01:37.8","204.051",1
23255,963,18,1,22,9,9,"9",9,2,56,"+1:21.816",5914592,51,8,"01:38.7","202.094",1
23256,963,835,4,30,19,10,"10",10,1,56,"+1:35.466",5928242,53,12,"01:39.4","200.853",1
23257,963,832,5,55,16,11,"11",11,0,56,"+1:38.878",5931654,44,10,"01:39.2","201.07",1
23258,963,828,15,9,17,12,"12",12,0,55,"",NA,55,14,"01:39.8","199.985",11
23259,963,13,3,19,10,13,"13",13,0,55,"",NA,53,16,"01:39.9","199.707",11
23260,963,826,5,26,15,14,"14",14,0,55,"",NA,43,15,"01:39.8","199.951",11
23261,963,836,209,94,21,15,"15",15,0,55,"",NA,55,13,"01:39.7","200.242",11
23262,963,839,209,31,20,16,"16",16,0,55,"",NA,45,18,"01:41.5","196.662",11
23263,963,831,15,12,18,NA,"R",17,0,46,"",NA,43,17,"01:40.5","198.574",23
23264,963,1,131,44,1,NA,"R",18,0,40,"",NA,31,7,"01:38.6","202.391",5
23265,963,821,210,21,13,NA,"R",19,0,39,"",NA,37,19,"01:41.8","196.067",61
23266,963,825,4,20,14,NA,"R",20,0,17,"",NA,3,21,"01:43.4","193.025",75
23267,963,154,210,8,12,NA,"R",21,0,7,"",NA,7,20,"01:42.1","195.363",23
23268,963,20,6,5,5,NA,"R",22,0,0,"",NA,NA,0,"","",4
23269,964,3,131,6,1,1,"1",1,25,53,"26:43.3",5203333,31,5,"01:36.0","217.651",1
23270,964,830,9,33,3,2,"2",2,18,53,"4.978",5208311,43,6,"01:36.4","216.89",1
23271,964,1,131,44,2,3,"3",3,15,53,"5.776",5209109,36,2,"01:35.2","219.703",1
23272,964,20,6,5,6,4,"4",4,12,53,"20.269",5223602,36,1,"01:35.1","219.781",1
23273,964,8,6,7,8,5,"5",5,10,53,"28.37",5231703,33,4,"01:36.0","217.785",1
23274,964,817,9,3,4,6,"6",6,8,53,"33.941",5237274,36,3,"01:35.5","218.877",1
23275,964,815,10,11,5,7,"7",7,6,53,"57.495",5260828,31,7,"01:36.8","216.061",1
23276,964,807,10,27,9,8,"8",8,4,53,"59.177",5262510,39,10,"01:37.4","214.74",1
23277,964,13,3,19,12,9,"9",9,2,53,"+1:37.763",5301096,35,14,"01:37.8","213.787",1
23278,964,822,3,77,11,10,"10",10,1,53,"+1:38.323",5301656,33,15,"01:37.8","213.658",1
23279,964,154,210,8,7,11,"11",11,0,53,"+1:39.254",5302587,32,8,"01:37.0","215.473",1
23280,964,835,4,30,16,12,"12",12,0,52,"",NA,43,16,"01:38.0","213.366",11
23281,964,826,5,26,13,13,"13",13,0,52,"",NA,25,11,"01:37.6","214.199",11
23282,964,825,4,20,17,14,"14",14,0,52,"",NA,27,18,"01:38.0","213.24",11
23283,964,828,15,9,18,15,"15",15,0,52,"",NA,28,21,"01:38.5","212.244",11
23284,964,4,1,14,15,16,"16",16,0,52,"",NA,29,19,"01:38.2","212.866",11
23285,964,832,5,55,14,17,"17",17,0,52,"",NA,41,12,"01:37.7","213.923",11
23286,964,18,1,22,22,18,"18",18,0,52,"",NA,39,9,"01:37.2","215.124",11
23287,964,831,15,12,19,19,"19",19,0,52,"",NA,28,22,"01:38.5","212.14",11
23288,964,821,210,21,10,20,"20",20,0,52,"",NA,30,13,"01:37.8","213.809",11
23289,964,839,209,31,20,21,"21",21,0,52,"",NA,33,20,"01:38.4","212.494",11
23290,964,836,209,94,21,22,"22",22,0,52,"",NA,39,17,"01:38.0","213.318",11
23291,965,1,131,44,1,1,"1",1,25,56,"38:12.6",5892618,45,4,"01:42.4","193.842",1
23292,965,3,131,6,2,2,"2",2,18,56,"4.52",5897138,34,3,"01:41.9","194.773",1
23293,965,817,9,3,3,3,"3",3,15,56,"19.692",5912310,51,7,"01:42.6","193.523",1
23294,965,20,6,5,6,4,"4",4,12,56,"43.134",5935752,55,1,"01:39.9","198.712",1
23295,965,4,1,14,12,5,"5",5,10,56,"+1:33.953",5986571,36,10,"01:43.5","191.752",1
23296,965,832,5,55,10,6,"6",6,8,56,"+1:36.124",5988742,33,8,"01:42.8","193.002",1
23297,965,13,3,19,9,7,"7",7,6,55,"",NA,33,9,"01:43.4","191.915",11
23298,965,815,10,11,11,8,"8",8,4,55,"",NA,33,12,"01:43.9","190.972",11
23299,965,18,1,22,19,9,"9",9,2,55,"",NA,37,15,"01:44.5","189.979",11
23300,965,154,210,8,17,10,"10",10,1,55,"",NA,35,14,"01:44.3","190.221",11
23301,965,826,5,26,13,11,"11",11,0,55,"",NA,45,6,"01:42.5","193.674",11
23302,965,825,4,20,18,12,"12",12,0,55,"",NA,48,17,"01:44.7","189.504",11
23303,965,835,4,30,15,13,"13",13,0,55,"",NA,18,16,"01:44.7","189.515",11
23304,965,828,15,9,16,14,"14",14,0,55,"",NA,19,19,"01:45.1","188.765",11
23305,965,831,15,12,21,15,"15",15,0,55,"",NA,55,13,"01:44.1","190.62",11
23306,965,822,3,77,8,16,"16",16,0,55,"",NA,34,18,"01:45.0","189.058",11
23307,965,836,209,94,20,17,"17",17,0,55,"",NA,36,21,"01:45.5","188.208",11
23308,965,839,209,31,22,18,"18",18,0,54,"",NA,46,11,"01:43.6","191.599",12
23309,965,8,6,7,5,NA,"R",19,0,38,"",NA,26,2,"01:41.8","194.88",36
23310,965,830,9,33,4,NA,"R",20,0,28,"",NA,28,5,"01:42.4","193.77",6
23311,965,821,210,21,14,NA,"R",21,0,16,"",NA,15,20,"01:45.4","188.364",23
23312,965,807,10,27,7,NA,"R",22,0,1,"",NA,NA,0,"","",4
23313,966,1,131,44,1,1,"1",1,25,71,"40:31.4",6031402,66,4,"01:22.6","187.592",1
23314,966,3,131,6,2,2,"2",2,18,71,"8.354",6039756,43,5,"01:22.8","187.148",1
23315,966,817,9,3,4,3,"3",3,15,71,"20.858",6052260,53,1,"01:21.1","190.972",1
23316,966,830,9,33,3,4,"4",4,12,71,"21.323",6052725,66,6,"01:22.9","186.934",1
23317,966,20,6,5,7,5,"5",5,10,71,"27.313",6058715,61,2,"01:22.5","187.817",1
23318,966,8,6,7,6,6,"6",6,8,71,"49.376",6080778,47,3,"01:22.5","187.783",1
23319,966,807,10,27,5,7,"7",7,6,71,"58.891",6090293,50,9,"01:23.3","186.034",1
23320,966,822,3,77,8,8,"8",8,4,71,"+1:05.612",6097014,65,11,"01:23.5","185.472",1
23321,966,13,3,19,9,9,"9",9,2,71,"+1:16.206",6107608,64,12,"01:23.6","185.392",1
23322,966,815,10,11,12,10,"10",10,1,71,"+1:16.798",6108200,62,13,"01:23.6","185.324",1
23323,966,828,15,9,15,11,"11",11,0,70,"",NA,65,18,"01:24.3","183.713",11
23324,966,18,1,22,13,12,"12",12,0,70,"",NA,70,17,"01:23.8","184.948",11
23325,966,4,1,14,11,13,"13",13,0,70,"",NA,69,16,"01:23.7","185.189",11
23326,966,835,4,30,21,14,"14",14,0,70,"",NA,64,20,"01:24.6","183.205",11
23327,966,831,15,12,19,15,"15",15,0,70,"",NA,58,15,"01:23.7","185.213",11
23328,966,832,5,55,10,16,"16",16,0,70,"",NA,52,19,"01:24.5","183.437",11
23329,966,825,4,20,14,17,"17",17,0,70,"",NA,53,7,"01:23.1","186.351",11
23330,966,826,5,26,18,18,"18",18,0,70,"",NA,59,14,"01:23.6","185.299",11
23331,966,821,210,21,17,19,"19",19,0,70,"",NA,63,10,"01:23.5","185.659",11
23332,966,154,210,8,22,20,"20",20,0,70,"",NA,53,8,"01:23.3","186.056",11
23333,966,839,209,31,20,21,"21",21,0,69,"",NA,43,21,"01:25.0","182.364",12
23334,966,836,209,94,16,NA,"R",22,0,0,"",NA,NA,0,"","",4
23335,967,1,131,44,1,1,"1",1,25,71,"01:01.3",10861335,44,3,"01:25.6","181.137",1
23336,967,3,131,6,2,2,"2",2,18,71,"11.455",10872790,47,6,"01:26.2","179.912",1
23337,967,830,9,33,4,3,"3",3,15,71,"21.481",10882816,67,1,"01:25.3","181.846",1
23338,967,815,10,11,9,4,"4",4,12,71,"25.346",10886681,41,11,"01:27.1","178.113",1
23339,967,20,6,5,5,5,"5",5,10,71,"26.334",10887669,70,5,"01:26.2","179.968",1
23340,967,832,5,55,15,6,"6",6,8,71,"29.16",10890495,38,13,"01:27.2","177.99",1
23341,967,807,10,27,8,7,"7",7,6,71,"29.827",10891162,69,8,"01:26.7","178.862",1
23342,967,817,9,3,6,8,"8",8,4,71,"30.486",10891821,42,2,"01:25.5","181.363",1
23343,967,831,15,12,21,9,"9",9,2,71,"42.62",10903955,70,15,"01:27.5","177.189",1
23344,967,4,1,14,10,10,"10",10,1,71,"44.432",10905767,70,12,"01:27.1","178.09",1
23345,967,822,3,77,11,11,"11",11,0,71,"45.292",10906627,70,4,"01:26.1","180.246",1
23346,967,839,209,31,22,12,"12",12,0,71,"45.809",10907144,47,16,"01:27.8","176.686",1
23347,967,826,5,26,14,13,"13",13,0,71,"51.192",10912527,42,14,"01:27.5","177.333",1
23348,967,825,4,20,18,14,"14",14,0,71,"51.555",10912890,69,7,"01:26.5","179.284",1
23349,967,836,209,94,19,15,"15",15,0,71,"+1:00.498",10921833,69,18,"01:27.9","176.439",1
23350,967,18,1,22,17,16,"16",16,0,71,"+1:21.994",10943329,38,10,"01:27.0","178.338",1
23351,967,821,210,21,12,NA,"R",17,0,60,"",NA,43,17,"01:27.8","176.668",31
23352,967,13,3,19,13,NA,"R",18,0,46,"",NA,39,9,"01:26.8","178.782",4
23353,967,835,4,30,16,NA,"R",19,0,20,"",NA,11,21,"01:34.3","164.441",130
23354,967,8,6,7,3,NA,"R",20,0,19,"",NA,12,19,"01:28.8","174.596",4
23355,967,828,15,9,20,NA,"R",21,0,11,"",NA,11,20,"01:31.3","169.97",4
23356,967,154,210,8,7,NA,"W",22,0,0,"",NA,NA,0,"","",54
23357,968,1,131,44,1,1,"1",1,25,55,"38:04.0",5884013,37,5,"01:45.1","190.174",1
23358,968,3,131,6,2,2,"2",2,18,55,"0.439",5884452,33,9,"01:45.3","189.95",1
23359,968,20,6,5,5,3,"3",3,15,55,"0.843",5884856,43,1,"01:43.7","192.756",1
23360,968,830,9,33,6,4,"4",4,12,55,"1.685",5885698,36,7,"01:45.2","190.084",1
23361,968,817,9,3,3,5,"5",5,10,55,"5.315",5889328,29,3,"01:44.9","190.624",1
23362,968,8,6,7,4,6,"6",6,8,55,"18.816",5902829,35,6,"01:45.2","190.127",1
23363,968,807,10,27,7,7,"7",7,6,55,"50.114",5934127,31,13,"01:45.9","188.717",1
23364,968,815,10,11,8,8,"8",8,4,55,"58.776",5942789,30,8,"01:45.2","189.972",1
23365,968,13,3,19,10,9,"9",9,2,55,"59.436",5943449,33,10,"01:45.7","189.206",1
23366,968,4,1,14,9,10,"10",10,1,55,"59.896",5943909,50,2,"01:44.5","191.343",1
23367,968,154,210,8,14,11,"11",11,0,55,"+1:16.777",5960790,45,4,"01:45.0","190.477",1
23368,968,821,210,21,13,12,"12",12,0,55,"+1:35.113",5979126,45,12,"01:45.9","188.754",1
23369,968,839,209,31,20,13,"13",13,0,54,"",NA,46,15,"01:46.2","188.29",11
23370,968,836,209,94,16,14,"14",14,0,54,"",NA,26,14,"01:46.1","188.368",11
23371,968,828,15,9,22,15,"15",15,0,54,"",NA,40,16,"01:46.2","188.242",11
23372,968,831,15,12,19,16,"16",16,0,54,"",NA,44,17,"01:46.3","188.117",11
23373,968,835,4,30,15,17,"17",17,0,54,"",NA,46,11,"01:45.7","189.134",11
23374,968,832,5,55,21,NA,"R",18,0,41,"",NA,30,18,"01:46.6","187.58",130
23375,968,826,5,26,17,NA,"R",19,0,14,"",NA,13,21,"01:48.8","183.853",6
23376,968,18,1,22,12,NA,"R",20,0,12,"",NA,4,22,"01:48.8","183.851",22
23377,968,822,3,77,11,NA,"R",21,0,6,"",NA,4,19,"01:47.8","185.413",22
23378,968,825,4,20,18,NA,"R",22,0,5,"",NA,4,20,"01:48.6","184.108",22
23379,969,20,6,5,2,1,"1",1,25,57,"24:11.7",5051672,53,3,"01:26.6","220.351",1
23380,969,1,131,44,1,2,"2",2,18,57,"9.975",5061647,44,6,"01:27.0","219.351",1
23381,969,822,131,77,3,3,"3",3,15,57,"11.25",5062922,56,2,"01:26.6","220.465",1
23382,969,8,6,7,4,4,"4",4,12,57,"22.393",5074065,56,1,"01:26.5","220.605",1
23383,969,830,9,33,5,5,"5",5,10,57,"28.827",5080499,43,5,"01:27.0","219.525",1
23384,969,13,3,19,7,6,"6",6,8,57,"+1:23.386",5135058,49,9,"01:28.0","216.83",1
23385,969,815,10,11,10,7,"7",7,6,56,"",NA,56,10,"01:28.3","216.115",11
23386,969,832,5,55,8,8,"8",8,4,56,"",NA,53,8,"01:27.7","217.74",11
23387,969,826,5,26,9,9,"9",9,2,56,"",NA,51,4,"01:26.7","220.165",11
23388,969,839,10,31,13,10,"10",10,1,56,"",NA,55,11,"01:28.5","215.776",11
23389,969,807,4,27,11,11,"11",11,0,56,"",NA,55,12,"01:28.5","215.749",11
23390,969,841,15,36,16,12,"12",12,0,55,"",NA,51,13,"01:29.1","214.378",12
23391,969,838,1,2,18,13,"13",13,0,55,"",NA,53,15,"01:29.4","213.448",12
23392,969,4,1,14,12,NA,"R",14,0,50,"",NA,48,17,"01:30.1","211.938",76
23393,969,825,210,20,17,NA,"R",15,0,46,"",NA,46,7,"01:27.6","218.011",22
23394,969,840,3,18,20,NA,"R",16,0,40,"",NA,38,14,"01:29.4","213.569",23
23395,969,817,9,3,0,NA,"R",17,0,25,"",NA,21,16,"01:29.4","213.431",131
23396,969,828,15,9,14,NA,"R",18,0,21,"",NA,18,19,"01:32.1","207.391",9
23397,969,835,4,30,19,NA,"R",19,0,15,"",NA,6,20,"01:32.2","207.069",23
23398,969,154,210,8,6,NA,"R",20,0,13,"",NA,12,18,"01:30.2","211.689",47
23399,970,1,131,44,1,1,"1",1,25,56,"37:36.2",5856158,44,1,"01:35.4","205.745",1
23400,970,20,6,5,2,2,"2",2,18,56,"6.25",5862408,40,2,"01:35.4","205.648",1
23401,970,830,9,33,16,3,"3",3,15,56,"45.192",5901350,31,7,"01:36.7","202.886",1
23402,970,817,9,3,5,4,"4",4,12,56,"46.035",5902193,36,8,"01:36.8","202.741",1
23403,970,8,6,7,4,5,"5",5,10,56,"48.076",5904234,42,4,"01:36.0","204.406",1
23404,970,822,131,77,3,6,"6",6,8,56,"48.808",5904966,41,3,"01:35.8","204.734",1
23405,970,832,5,55,11,7,"7",7,6,56,"+1:12.893",5929051,30,10,"01:37.4","201.478",1
23406,970,825,210,20,12,8,"8",8,4,55,"",NA,35,11,"01:37.5","201.209",11
23407,970,815,10,11,8,9,"9",9,2,55,"",NA,55,6,"01:36.5","203.288",11
23408,970,839,10,31,17,10,"10",10,1,55,"",NA,55,9,"01:37.0","202.23",11
23409,970,154,210,8,19,11,"11",11,0,55,"",NA,50,12,"01:37.6","201.162",11
23410,970,807,4,27,7,12,"12",12,0,55,"",NA,36,13,"01:38.0","200.21",11
23411,970,835,4,30,20,13,"13",13,0,55,"",NA,47,14,"01:38.2","199.871",11
23412,970,13,3,19,6,14,"14",14,0,55,"",NA,50,5,"01:36.5","203.33",11
23413,970,828,15,9,14,15,"15",15,0,55,"",NA,50,16,"01:39.7","196.763",11
23414,970,4,1,14,13,NA,"R",16,0,33,"",NA,31,15,"01:39.5","197.23",30
23415,970,826,5,26,9,NA,"R",17,0,18,"",NA,18,17,"01:40.1","196.059",9
23416,970,838,1,2,15,NA,"R",18,0,17,"",NA,15,18,"01:41.5","193.412",32
23417,970,841,15,36,18,NA,"R",19,0,3,"",NA,NA,0,"","",3
23418,970,840,3,18,10,NA,"R",20,0,0,"",NA,NA,0,"","",4
23419,971,20,6,5,3,1,"1",1,25,57,"33:53.4",5633374,36,4,"01:33.8","207.652",1
23420,971,1,131,44,2,2,"2",2,18,57,"6.66",5640034,46,1,"01:32.8","209.952",1
23421,971,822,131,77,1,3,"3",3,15,57,"20.397",5653771,33,5,"01:34.1","207.076",1
23422,971,8,6,7,5,4,"4",4,12,57,"22.475",5655849,55,3,"01:33.7","207.887",1
23423,971,817,9,3,4,5,"5",5,10,57,"39.346",5672720,42,2,"01:33.5","208.387",1
23424,971,13,3,19,8,6,"6",6,8,57,"54.326",5687700,39,6,"01:34.3","206.705",1
23425,971,815,10,11,18,7,"7",7,6,57,"+1:02.606",5695980,39,7,"01:34.6","205.933",1
23426,971,154,210,8,9,8,"8",8,4,57,"+1:14.865",5708239,33,8,"01:34.9","205.198",1
23427,971,807,4,27,7,9,"9",9,2,57,"+1:20.188",5713562,40,12,"01:35.4","204.286",1
23428,971,839,10,31,14,10,"10",10,1,57,"+1:35.711",5729085,39,11,"01:35.2","204.7",1
23429,971,836,15,94,13,11,"11",11,0,56,"",NA,43,17,"01:36.8","201.301",11
23430,971,826,5,26,11,12,"12",12,0,56,"",NA,45,9,"01:35.0","205.118",11
23431,971,835,4,30,10,13,"13",13,0,56,"",NA,43,13,"01:35.6","203.901",11
23432,971,4,1,14,15,14,"14",14,0,54,"",NA,47,14,"01:35.6","203.809",131
23433,971,828,15,9,19,NA,"R",15,0,50,"",NA,35,10,"01:35.1","204.9",6
23434,971,832,5,55,16,NA,"R",16,0,12,"",NA,8,18,"01:38.0","198.755",4
23435,971,840,3,18,12,NA,"R",17,0,12,"",NA,10,15,"01:36.3","202.311",4
23436,971,830,9,33,6,NA,"R",18,0,11,"",NA,4,16,"01:36.7","201.52",23
23437,971,825,210,20,20,NA,"R",19,0,8,"",NA,6,19,"01:38.7","197.362",10
23438,971,838,1,2,17,NA,"R",20,0,0,"",NA,NA,0,"","",131
23439,972,822,131,77,3,1,"1",1,25,52,"28:08.7",5288743,49,3,"01:37.4","216.221",1
23440,972,20,6,5,1,2,"2",2,18,52,"0.617",5289360,49,2,"01:37.3","216.343",1
23441,972,8,6,7,2,3,"3",3,15,52,"11",5299743,49,1,"01:36.8","217.388",1
23442,972,1,131,44,4,4,"4",4,12,52,"36.32",5325063,18,6,"01:38.4","213.955",1
23443,972,830,9,33,7,5,"5",5,10,52,"+1:00.416",5349159,47,8,"01:38.4","213.888",1
23444,972,815,10,11,9,6,"6",6,8,52,"+1:26.788",5375531,51,9,"01:38.7","213.385",1
23445,972,839,10,31,10,7,"7",7,6,52,"+1:35.004",5383747,50,10,"01:38.7","213.203",1
23446,972,807,4,27,8,8,"8",8,4,52,"+1:36.188",5384931,52,7,"01:38.4","213.912",1
23447,972,13,3,19,6,9,"9",9,2,51,"",NA,45,4,"01:38.2","214.317",11
23448,972,832,5,55,14,10,"10",10,1,51,"",NA,51,11,"01:38.9","212.96",11
23449,972,840,3,18,11,11,"11",11,0,51,"",NA,50,12,"01:38.9","212.934",11
23450,972,826,5,26,12,12,"12",12,0,51,"",NA,50,5,"01:38.3","214.168",11
23451,972,825,210,20,13,13,"13",13,0,51,"",NA,40,13,"01:39.6","211.445",11
23452,972,838,1,2,20,14,"14",14,0,51,"",NA,47,14,"01:39.8","210.971",11
23453,972,828,15,9,18,15,"15",15,0,51,"",NA,48,15,"01:39.8","210.875",11
23454,972,836,15,94,17,16,"16",16,0,50,"",NA,37,16,"01:40.9","208.604",12
23455,972,817,9,3,5,NA,"R",17,0,5,"",NA,4,17,"01:42.3","205.824",23
23456,972,835,4,30,16,NA,"R",18,0,0,"",NA,NA,0,"","",4
23457,972,154,210,8,19,NA,"R",19,0,0,"",NA,NA,0,"","",4
23458,972,4,1,14,15,NA,"W",20,0,0,"",NA,NA,0,"","",131
23459,973,1,131,44,1,1,"1",1,25,66,"35:56.5",5756497,64,1,"01:23.6","200.471",1
23460,973,20,6,5,2,2,"2",2,18,66,"3.49",5759987,43,2,"01:23.7","200.277",1
23461,973,817,9,3,6,3,"3",3,15,66,"+1:15.820",5832317,40,3,"01:23.7","200.248",1
23462,973,815,10,11,8,4,"4",4,12,65,"",NA,51,7,"01:25.8","195.417",11
23463,973,839,10,31,10,5,"5",5,10,65,"",NA,40,11,"01:26.3","194.237",11
23464,973,807,4,27,13,6,"6",6,8,65,"",NA,56,15,"01:26.7","193.28",11
23465,973,832,5,55,12,7,"7",7,6,65,"",NA,61,9,"01:26.2","194.439",11
23466,973,836,15,94,15,8,"8",8,4,65,"",NA,58,14,"01:26.5","193.787",11
23467,973,826,5,26,19,9,"9",9,2,65,"",NA,37,8,"01:26.0","194.914",11
23468,973,154,210,8,14,10,"10",10,1,65,"",NA,50,17,"01:26.9","192.906",11
23469,973,828,15,9,16,11,"11",11,0,64,"",NA,60,10,"01:26.2","194.379",12
23470,973,4,1,14,7,12,"12",12,0,64,"",NA,64,4,"01:23.9","199.752",12
23471,973,13,3,19,9,13,"13",13,0,64,"",NA,64,13,"01:26.5","193.796",12
23472,973,825,210,20,11,14,"14",14,0,64,"",NA,15,12,"01:26.4","194.023",12
23473,973,835,4,30,17,15,"15",15,0,64,"",NA,44,6,"01:24.8","197.517",12
23474,973,840,3,18,18,16,"16",16,0,64,"",NA,50,16,"01:26.8","192.98",12
23475,973,822,131,77,3,NA,"R",17,0,38,"",NA,28,5,"01:24.7","197.86",131
23476,973,838,1,2,20,NA,"R",18,0,32,"",NA,14,18,"01:27.6","191.401",4
23477,973,830,9,33,5,NA,"R",19,0,1,"",NA,NA,0,"","",130
23478,973,8,6,7,4,NA,"R",20,0,0,"",NA,NA,0,"","",130
23479,974,20,6,5,2,1,"1",1,25,78,"44:44.3",6284340,38,2,"01:15.2","159.669",1
23480,974,8,6,7,1,2,"2",2,18,78,"3.145",6287485,39,3,"01:15.5","159.058",1
23481,974,817,9,3,5,3,"3",3,15,78,"3.745",6288085,51,4,"01:15.8","158.577",1
23482,974,822,131,77,3,4,"4",4,12,78,"5.517",6289857,22,9,"01:16.4","157.16",1
23483,974,830,9,33,4,5,"5",5,10,78,"6.199",6290539,56,8,"01:16.3","157.387",1
23484,974,832,5,55,6,6,"6",6,8,78,"12.038",6296378,39,14,"01:16.6","156.73",1
23485,974,1,131,44,13,7,"7",7,6,78,"15.801",6300141,54,5,"01:15.8","158.433",1
23486,974,154,210,8,8,8,"8",8,4,78,"18.15",6302490,45,18,"01:17.1","155.823",1
23487,974,13,3,19,14,9,"9",9,2,78,"19.445",6303785,50,12,"01:16.5","156.947",1
23488,974,825,210,20,11,10,"10",10,1,78,"21.443",6305783,44,7,"01:16.3","157.42",1
23489,974,835,4,30,16,11,"11",11,0,78,"22.737",6307077,55,13,"01:16.6","156.801",1
23490,974,839,10,31,15,12,"12",12,0,78,"23.725",6308065,52,10,"01:16.5","157.072",1
23491,974,815,10,11,7,13,"13",13,0,78,"39.089",6323429,76,1,"01:14.8","160.561",1
23492,974,826,5,26,9,14,"14",14,0,71,"",NA,43,11,"01:16.5","156.955",130
23493,974,840,3,18,17,15,"15",15,0,71,"",NA,71,6,"01:16.1","157.912",23
23494,974,838,1,2,12,NA,"R",16,0,66,"",NA,45,15,"01:16.7","156.697",3
23495,974,828,15,9,19,NA,"R",17,0,63,"",NA,39,16,"01:16.8","156.362",3
23496,974,18,1,22,20,NA,"R",18,0,57,"",NA,47,17,"01:16.9","156.194",130
23497,974,836,15,94,18,NA,"R",19,0,57,"",NA,25,20,"01:18.0","153.948",4
23498,974,807,4,27,10,NA,"R",20,0,15,"",NA,13,19,"01:17.9","154.242",6
23499,975,1,131,44,1,1,"1",1,25,70,"33:05.2",5585154,64,1,"01:14.6","210.588",1
23500,975,822,131,77,3,2,"2",2,18,70,"19.783",5604937,65,5,"01:15.9","206.862",1
23501,975,817,9,3,6,3,"3",3,15,70,"35.297",5620451,67,8,"01:16.2","206.126",1
23502,975,20,6,5,2,4,"4",4,12,70,"35.907",5621061,70,2,"01:14.7","210.115",1
23503,975,815,10,11,8,5,"5",5,10,70,"40.476",5625630,62,11,"01:16.4","205.58",1
23504,975,839,10,31,9,6,"6",6,8,70,"40.716",5625870,68,9,"01:16.2","205.904",1
23505,975,8,6,7,4,7,"7",7,6,70,"58.632",5643786,59,3,"01:15.4","208.25",1
23506,975,807,4,27,10,8,"8",8,4,70,"+1:00.374",5645528,64,7,"01:16.1","206.204",1
23507,975,840,3,18,17,9,"9",9,2,69,"",NA,64,6,"01:16.0","206.63",11
23508,975,154,210,8,14,10,"10",10,1,69,"",NA,58,15,"01:16.9","204.026",11
23509,975,835,4,30,15,11,"11",11,0,69,"",NA,64,12,"01:16.7","204.677",11
23510,975,825,210,20,18,12,"12",12,0,69,"",NA,65,10,"01:16.3","205.65",11
23511,975,828,15,9,19,13,"13",13,0,69,"",NA,50,16,"01:17.0","203.904",11
23512,975,838,1,2,16,14,"14",14,0,69,"",NA,69,14,"01:16.8","204.491",11
